Step,Susceptible,Infected,Removed,R0,Viral Load Tree,Incidence,Recovery,Days,Incidence Sum,Incidence Days
0,9999,1,0,0,{},,,0.0,0.0,0
1,9999,1,0,0,{},-0.0,0.0,0.03333333333333333,0.0,1
2,9999,1,0,0,{},-0.0,0.0,0.06666666666666667,0.0,2
3,9999,1,0,0,{},-0.0,0.0,0.1,0.0,3
4,9999,1,0,0,{},-0.0,0.0,0.13333333333333333,0.0,4
5,9999,1,0,0,{},-0.0,0.0,0.16666666666666666,1.0,5
6,9999,1,0,0,{},-0.0,0.0,0.2,0.0,6
7,9999,1,0,0,{},-0.0,0.0,0.23333333333333334,0.0,7
8,9999,1,0,0,{},-0.0,0.0,0.26666666666666666,0.0,8
9,9999,1,0,0,{},-0.0,0.0,0.3,0.0,9
10,9999,1,0,0,{},-0.0,0.0,0.3333333333333333,1.0,10
11,9999,1,0,0,{},-0.0,0.0,0.36666666666666664,0.0,11
12,9999,1,0,0,{},-0.0,0.0,0.4,0.0,12
13,9999,1,0,0,{},-0.0,0.0,0.43333333333333335,0.0,13
14,9999,1,0,0,{},-0.0,0.0,0.4666666666666667,0.0,14
15,9999,1,0,0,{},-0.0,0.0,0.5,1.0,15
16,9999,1,0,0,{},-0.0,0.0,0.5333333333333333,1.0,16
17,9999,1,0,0,{},-0.0,0.0,0.5666666666666667,0.0,17
18,9999,1,0,0,{},-0.0,0.0,0.6,0.0,18
19,9999,1,0,0,{},-0.0,0.0,0.6333333333333333,0.0,19
20,9999,1,0,0,{},-0.0,0.0,0.6666666666666666,1.0,20
21,9999,1,0,0,{},-0.0,0.0,0.7,2.0,21
22,9999,1,0,0,{},-0.0,0.0,0.7333333333333333,0.0,22
23,9999,1,0,0,{},-0.0,0.0,0.7666666666666667,1.0,23
24,9999,1,0,0,{},-0.0,0.0,0.8,0.0,24
25,9999,1,0,0,{},-0.0,0.0,0.8333333333333334,0.0,25
26,9999,1,0,0,{},-0.0,0.0,0.8666666666666667,1.0,26
27,9999,1,0,0,{},-0.0,0.0,0.9,1.0,27
28,9999,1,0,0,{},-0.0,0.0,0.9333333333333333,2.0,28
29,9999,1,0,0,{},-0.0,0.0,0.9666666666666667,0.0,29
30,9999,1,0,0,{},-0.0,0.0,1.0,0.0,30
31,9999,1,0,0,{},-0.0,0.0,1.0333333333333334,1.0,31
32,9999,1,0,0,{},-0.0,0.0,1.0666666666666667,1.0,32
33,9999,1,0,0,{},-0.0,0.0,1.1,2.0,33
34,9999,1,0,0,{},-0.0,0.0,1.1333333333333333,0.0,34
35,9999,1,0,0,{},-0.0,0.0,1.1666666666666667,1.0,35
36,9999,1,0,0,{},-0.0,0.0,1.2,0.0,36
37,9999,1,0,0,{},-0.0,0.0,1.2333333333333334,4.0,37
38,9999,1,0,0,{},-0.0,0.0,1.2666666666666666,2.0,38
39,9999,1,0,0,{},-0.0,0.0,1.3,2.0,39
40,9999,1,0,0,{},-0.0,0.0,1.3333333333333333,3.0,40
41,9999,1,0,0,{},-0.0,0.0,1.3666666666666667,5.0,41
42,9999,1,0,0,{},-0.0,0.0,1.4,3.0,42
43,9999,1,0,0,{},-0.0,0.0,1.4333333333333333,3.0,43
44,9999,1,0,0,{},-0.0,0.0,1.4666666666666666,9.0,44
45,9999,1,0,0,{},-0.0,0.0,1.5,5.0,45
46,9999,1,0,0,{},-0.0,0.0,1.5333333333333334,9.0,46
47,9999,1,0,0,{},-0.0,0.0,1.5666666666666667,9.0,47
48,9999,1,0,0,{},-0.0,0.0,1.6,5.0,48
49,9999,1,0,0,{},-0.0,0.0,1.6333333333333333,17.0,49
50,9999,1,0,0,{},-0.0,0.0,1.6666666666666667,8.0,50
51,9999,1,0,0,{},-0.0,0.0,1.7,10.0,51
52,9999,1,0,0,{},-0.0,0.0,1.7333333333333334,14.0,52
53,9999,1,0,0,{},-0.0,0.0,1.7666666666666666,17.0,53
54,9999,1,0,0,{},-0.0,0.0,1.8,18.0,54
55,9999,1,0,0,{},-0.0,0.0,1.8333333333333333,22.0,55
56,9999,1,0,0,{},-0.0,0.0,1.8666666666666667,15.0,56
57,9999,1,0,0,{},-0.0,0.0,1.9,13.0,57
58,9999,1,0,0,{},-0.0,0.0,1.9333333333333333,27.0,58
59,9999,1,0,0,{},-0.0,0.0,1.9666666666666666,28.0,59
60,9999,1,0,0,{},-0.0,0.0,2.0,27.0,60
61,9999,1,0,0,{},-0.0,0.0,2.033333333333333,24.0,61
62,9999,1,0,0,{},-0.0,0.0,2.066666666666667,26.0,62
63,9999,1,0,0,{},-0.0,0.0,2.1,41.0,63
64,9999,1,0,0,{},-0.0,0.0,2.1333333333333333,41.0,64
65,9999,1,0,0,{},-0.0,0.0,2.1666666666666665,38.0,65
66,9999,1,0,0,{},-0.0,0.0,2.2,52.0,66
67,9999,1,0,0,{},-0.0,0.0,2.2333333333333334,47.0,67
68,9999,1,0,0,{},-0.0,0.0,2.2666666666666666,55.0,68
69,9999,1,0,0,{},-0.0,0.0,2.3,55.0,69
70,9999,1,0,0,{},-0.0,0.0,2.3333333333333335,65.0,70
