Step,Susceptible,Infected,Removed,R0,Viral Load Tree,Incidence,Recovery,Days,Incidence Sum,Incidence Days
0,9999,1,0,0,{},,,0.0,0.0,0
1,9999,1,0,0,{},-0.0,0.0,0.03333333333333333,1.0,1
2,9999,1,0,0,{},-0.0,0.0,0.06666666666666667,1.0,2
3,9999,1,0,0,{},-0.0,0.0,0.1,1.0,3
4,9999,1,0,0,{},-0.0,0.0,0.13333333333333333,0.0,4
5,9999,1,0,0,{},-0.0,0.0,0.16666666666666666,4.0,5
6,9999,1,0,0,{},-0.0,0.0,0.2,2.0,6
7,9999,1,0,0,{},-0.0,0.0,0.23333333333333334,2.0,7
8,9999,1,0,0,{},-0.0,0.0,0.26666666666666666,1.0,8
9,9999,1,0,0,{},-0.0,0.0,0.3,4.0,9
10,9999,1,0,0,{},-0.0,0.0,0.3333333333333333,4.0,10
11,9999,1,0,0,{},-0.0,0.0,0.36666666666666664,6.0,11
12,9999,1,0,0,{},-0.0,0.0,0.4,9.0,12
13,9999,1,0,0,{},-0.0,0.0,0.43333333333333335,4.0,13
14,9999,1,0,0,{},-0.0,0.0,0.4666666666666667,6.0,14
15,9999,1,0,0,{},-0.0,0.0,0.5,14.0,15
16,9999,1,0,0,{},-0.0,0.0,0.5333333333333333,10.0,16
17,9999,1,0,0,{},-0.0,0.0,0.5666666666666667,19.0,17
18,9999,1,0,0,{},-0.0,0.0,0.6,18.0,18
19,9999,1,0,0,{},-0.0,0.0,0.6333333333333333,20.0,19
20,9999,1,0,0,{},-0.0,0.0,0.6666666666666666,31.0,20
21,9999,1,0,0,{},-0.0,0.0,0.7,40.0,21
22,9999,1,0,0,{},-0.0,0.0,0.7333333333333333,34.0,22
23,9999,1,0,0,{},-0.0,0.0,0.7666666666666667,48.0,23
24,9999,1,0,0,{},-0.0,0.0,0.8,53.0,24
25,9999,1,0,0,{},-0.0,0.0,0.8333333333333334,63.0,25
26,9999,1,0,0,{},-0.0,0.0,0.8666666666666667,92.0,26
27,9999,1,0,0,{},-0.0,0.0,0.9,84.0,27
28,9999,1,0,0,{},-0.0,0.0,0.9333333333333333,119.0,28
29,9999,1,0,0,{},-0.0,0.0,0.9666666666666667,117.0,29
30,9999,1,0,0,{},-0.0,0.0,1.0,154.0,30
31,9999,1,0,0,{},-0.0,0.0,1.0333333333333334,155.0,31
32,9999,1,0,0,{},-0.0,0.0,1.0666666666666667,220.0,32
33,9999,1,0,0,{},-0.0,0.0,1.1,202.0,33
34,9999,1,0,0,{},-0.0,0.0,1.1333333333333333,260.0,34
35,9999,1,0,0,{},-0.0,0.0,1.1666666666666667,281.0,35
36,9999,1,0,0,{},-0.0,0.0,1.2,304.0,36
37,9999,1,0,0,{},-0.0,0.0,1.2333333333333334,377.0,37
38,9999,1,0,0,{},-0.0,0.0,1.2666666666666666,369.0,38
39,9999,1,0,0,{},-0.0,0.0,1.3,411.0,39
40,9999,1,0,0,{},-0.0,0.0,1.3333333333333333,377.0,40
41,9999,1,0,0,{},-0.0,0.0,1.3666666666666667,452.0,41
42,9999,1,0,0,{},-0.0,0.0,1.4,431.0,42
43,9999,1,0,0,{},-0.0,0.0,1.4333333333333333,427.0,43
44,9999,1,0,0,{},-0.0,0.0,1.4666666666666666,439.0,44
45,9999,1,0,0,{},-0.0,0.0,1.5,422.0,45
46,9999,1,0,0,{},-0.0,0.0,1.5333333333333334,354.0,46
47,9999,1,0,0,{},-0.0,0.0,1.5666666666666667,322.0,47
48,9999,1,0,0,{},-0.0,0.0,1.6,299.0,48
49,9999,1,0,0,{},-0.0,0.0,1.6333333333333333,265.0,49
50,9999,1,0,0,{},-0.0,0.0,1.6666666666666667,239.0,50
51,9999,1,0,0,{},-0.0,0.0,1.7,223.0,51
52,9999,1,0,0,{},-0.0,0.0,1.7333333333333334,185.0,52
53,9999,1,0,0,{},-0.0,0.0,1.7666666666666666,138.0,53
54,9998,2,0,1,"{(1, 1358): (450, 52.47, 5261.500964921808, 53, 105)}",1.0,0.0,1.8,105.0,54
55,9998,2,0,1,{},-0.0,0.0,1.8333333333333333,97.0,55
56,9998,2,0,1,{},-0.0,0.0,1.8666666666666667,67.0,56
57,9998,2,0,1,{},-0.0,0.0,1.9,71.0,57
58,9998,2,0,1,{},-0.0,0.0,1.9333333333333333,51.0,58
